SWPROT,Gene,description,AverageFC_Vehicle,AverageFC_LPS,LPS_Log2FC,pvalue_ttest1
Q86UV5,USP48,Ubiquitin carboxyl-terminal hydrolase 48,20.1025,20.1525,0.05,0.197214562
Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4,20.56,20.4675,-0.0925,0.026063957
Q9H2M9,RAB3GAP2,Rab3 GTPase-activating protein non-catalytic subunit,22.8125,22.87,0.0575,0.218503421
Q96K19,RNF170,E3 ubiquitin-protein ligase RNF170,17.2625,17.37,0.1075,0.100152721
Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,20.4875,20.5825,0.095,0.249261911
P15170,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,23.01,23.065,0.055,0.136713326
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4,22.55,22.5925,0.0425,0.402140864
Q9P0W2,HMG20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,18.635,18.4325,-0.2025,0.032244569
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",21.5075,21.645,0.1375,0.030858769
P04424,ASL,Argininosuccinate lyase,21.3075,21.42,0.1125,0.099425014
Q9Y2U8,LEMD3,Inner nuclear membrane protein Man1,20.7925,20.8375,0.045,0.480779434
P29016,CD1B,T-cell surface glycoprotein CD1b,19.955,19.8,-0.155,0.492705325
Q9BUM1,G6PC3,Glucose-6-phosphatase 3,17.8825,17.9175,0.035,0.357540495
Q96GS6,ABHD17A,Alpha/beta hydrolase domain-containing protein 17A,17.7775,17.8275,0.05,0.59303318
Q9NYV4,CDK12,Cyclin-dependent kinase 12,21.045,21.1125,0.0675,0.095687119
O14802,POLR3A,DNA-directed RNA polymerase III subunit RPC1,18.92,18.9425,0.0225,0.747244693
Q96DE0,NUDT16,U8 snoRNA-decapping enzyme,20.1625,20.215,0.0525,0.300931488
O95139,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,21.2975,21.375,0.0775,0.308172082
Q96C01,FAM136A,Protein FAM136A,20.4325,20.5275,0.095,0.134432523
O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial",17.695,17.5925,-0.1025,0.088199981
P49795,RGS19,Regulator of G-protein signaling 19,20.745,20.84,0.095,0.16168931
Q9Y2V7,COG6,Conserved oligomeric Golgi complex subunit 6,17.76,17.73,-0.03,0.545627401
Q9HB19,PLEKHA2,Pleckstrin homology domain-containing family A member 2,19.4525,19.6075,0.155,0.21255464
P00734,F2,Prothrombin,19.5275,19.7425,0.215,0.12768786
Q15642,TRIP10,Cdc42-interacting protein 4,20.6475,20.875,0.2275,0.034382543
Q86WV6,TMEM173,Stimulator of interferon genes protein,22.795,22.895,0.1,0.262012636
P21283,ATP6V1C1,V-type proton ATPase subunit C 1,23.885,23.905,0.02,0.626094586
P19440,GGT1,Gamma-glutamyltranspeptidase 1,18.8275,18.9125,0.085,0.08230624
Q92609,TBC1D5,TBC1 domain family member 5,21.8175,21.875,0.0575,0.327136637
Q9HD20,ATP13A1,Manganese-transporting ATPase 13A1,22.1375,22.18,0.0425,0.402140864
Q9NZ43,USE1,Vesicle transport protein USE1,19.6925,19.8175,0.125,0.089957936
P38571,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase,21.6675,21.345,-0.3225,0.167635816
Q9NUV9,GIMAP4,GTPase IMAP family member 4,22.8075,22.9075,0.1,0.249078413
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1,17.675,17.82,0.145,0.119628182
Q9BTL3,FAM103A1,RNMT-activating mini protein,18.62,18.72,0.1,0.125583529
Q9UDW1,UQCR10,Cytochrome b-c1 complex subunit 9,21.3725,21.4475,0.075,0.164253217
Q9Y2D5,AKAP2,A-kinase anchor protein 2,21.01,21.235,0.225,0.124488848
P50570,DNM2,Dynamin-2,24.0525,24.0725,0.02,0.606547289
Q96DU7,ITPKC,Inositol-trisphosphate 3-kinase C,17.7325,17.8275,0.095,0.165416736
P53667,LIMK1,LIM domain kinase 1,21.5425,21.56,0.0175,0.577557081
Q92576,PHF3,PHD finger protein 3,20.2225,20.295,0.0725,0.212293671
Q9BWF3,RBM4,RNA-binding protein 4,20.8275,20.935,0.1075,0.17770588
Q8TCJ2,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,22.47,22.5325,0.0625,0.184226434
P40227,CCT6A,T-complex protein 1 subunit zeta,24.395,24.4175,0.0225,0.608358509
Q08J23,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase,23.085,23.16,0.075,0.016971149
P30626,SRI,Sorcin,22.2175,22.245,0.0275,0.65134007
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase,21.215,21.2725,0.0575,0.157338246
Q9Y2T2,AP3M1,AP-3 complex subunit mu-1,21.84,21.8925,0.0525,0.310100901
Q9H1C4,UNC93B1,Protein unc-93 homolog B1,19.4775,19.55,0.0725,0.01667407
Q16595,FXN,"Frataxin, mitochondrial",18.4225,18.56,0.1375,0.134429518
P49815,TSC2,Tuberin,19.2225,19.275,0.0525,0.26043224
O15228,GNPAT,Dihydroxyacetone phosphate acyltransferase,20.26,20.3025,0.0425,0.454194247
Q6P2Q9,PRPF8,Pre-mRNA-processing-splicing factor 8,25.37,25.43,0.06,0.094493348
Q9UKL0,RCOR1,REST corepressor 1,21.525,21.5025,-0.0225,0.376924412
Q9GZT6,CCDC90B,"Coiled-coil domain-containing protein 90B, mitochondrial",20.045,20.1225,0.0775,0.214642155
Q9H832,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,20.8175,20.8475,0.03,0.638429953
P25774,CTSS,Cathepsin S,24.1625,24.055,-0.1075,0.088955644
Q92851,CASP10,Caspase-10,17.3525,17.5175,0.165,0.010477089
Q6P589,TNFAIP8L2,Tumor necrosis factor alpha-induced protein 8-like protein 2,19.8175,19.875,0.0575,0.189417159
P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",23.165,23.24,0.075,0.17884808
O00221,NFKBIE,NF-kappa-B inhibitor epsilon,20.2275,19.9375,-0.29,0.000625042
P38936,CDKN1A,Cyclin-dependent kinase inhibitor 1,17.8775,18.0325,0.155,0.000512695
Q6P2E9,EDC4,Enhancer of mRNA-decapping protein 4,22.855,22.9,0.045,0.339254051
P46527,CDKN1B,Cyclin-dependent kinase inhibitor 1B,18.0975,18.265,0.1675,0.114002866
P01903,HLA-DRA,"HLA class II histocompatibility antigen, DR alpha chain",24.4825,24.59,0.1075,0.058861571
Q9UBR2,CTSZ,Cathepsin Z,23.77,23.735,-0.035,0.188120404
Q9BUN8,DERL1,Derlin-1,19.97,20.0075,0.0375,0.06501504
P43007,SLC1A4,Neutral amino acid transporter A,21.0525,20.74,-0.3125,0.182930373
Q9NRA2,SLC17A5,Sialin,20.0625,19.9875,-0.075,0.081413123
Q9NUP1,BLOC1S4,Biogenesis of lysosome-related organelles complex 1 subunit 4,18.015,18.0975,0.0825,0.193451538
P08397,HMBS,Porphobilinogen deaminase,19.87,19.925,0.055,0.307239847
Q04206,RELA,Transcription factor p65,21.0275,21.085,0.0575,0.422770663
Q9C0J8,WDR33,pre-mRNA 3' end processing protein WDR33,20.695,20.7925,0.0975,0.175135981
P51571,SSR4,Translocon-associated protein subunit delta,22.7675,22.9275,0.16,0.086620281
P49821,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",22.44,22.5225,0.0825,0.068286166
P07900,HSP90AA1,Heat shock protein HSP 90-alpha,26.4125,26.47,0.0575,0.261826221
P40763,STAT3,Signal transducer and activator of transcription 3,22.215,22.17,-0.045,0.45453455
O15400,STX7,Syntaxin-7,22.5575,22.625,0.0675,0.143317591
P51784,USP11,Ubiquitin carboxyl-terminal hydrolase 11,20.06,19.96,-0.1,0.324493137
Q99417,MYCBP,C-Myc-binding protein,21.3225,21.4125,0.09,0.270079153
P61009,SPCS3,Signal peptidase complex subunit 3,22.6325,22.6775,0.045,0.375096596
P31641,SLC6A6,Sodium- and chloride-dependent taurine transporter,19.965,20.095,0.13,0.216805116
Q92890,UFD1L,Ubiquitin fusion degradation protein 1 homolog,21.085,21.1175,0.0325,0.633380454
Q8N697,SLC15A4,Solute carrier family 15 member 4,20.7,20.635,-0.065,0.522165857
Q9ULG1,INO80,DNA helicase INO80,19.8525,19.9125,0.06,0.568954857
Q9NY27,PPP4R2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,21.365,21.47,0.105,0.094662647
P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,20.2725,20.085,-0.1875,0.09507273
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,21.5125,21.5625,0.05,0.301989887
Q9NSK0,KLC4,Kinesin light chain 4,18.37,18.415,0.045,0.531652052
Q9UBF2,COPG2,Coatomer subunit gamma-2,22.31,22.3875,0.0775,0.209848601
A8MVS5,HIDE1,Protein HIDE1,17.2825,17.3875,0.105,0.242861044
Q5T440,IBA57,"Putative transferase CAF17, mitochondrial",17.63,17.735,0.105,0.375769867
Q96BZ8,LENG1,Leukocyte receptor cluster member 1,18.5975,18.8125,0.215,0.052378296
Q9NZ52,GGA3,ADP-ribosylation factor-binding protein GGA3,18.665,18.7325,0.0675,0.00422015
Q9BU61,NDUFAF3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,18.7,18.6625,-0.0375,0.335330592
O15118,NPC1,Niemann-Pick C1 protein,21.9925,22.125,0.1325,0.166494167
Q96DI7,SNRNP40,U5 small nuclear ribonucleoprotein 40 kDa protein,22.2375,22.3225,0.085,0.154130603
P53701,HCCS,Cytochrome c-type heme lyase,20.6875,20.7725,0.085,0.02190432
P17980,PSMC3,26S protease regulatory subunit 6A,24.095,24.155,0.06,0.113502475
O15270,SPTLC2,Serine palmitoyltransferase 2,21.83,21.955,0.125,0.183720792
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,23.46,23.5275,0.0675,0.418544054
Q9P2T1,GMPR2,GMP reductase 2,21.2425,21.2725,0.03,0.509738407
P51858,HDGF,Hepatoma-derived growth factor,23.95,23.9925,0.0425,0.2630008
P42126,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",20.58,20.635,0.055,0.440243533
P56134,ATP5J2,"ATP synthase subunit f, mitochondrial",20.44,20.535,0.095,0.059196066
Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",21.48,21.54,0.06,0.342871693
Q9BPW9,DHRS9,Dehydrogenase/reductase SDR family member 9,20.4225,20.2425,-0.18,0.083329582
Q8TCT1,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,18.825,18.71,-0.115,0.101656057
O95976,IGSF6,Immunoglobulin superfamily member 6,18.8,18.755,-0.045,0.197027586
P98194,ATP2C1,Calcium-transporting ATPase type 2C member 1,21.1175,21.155,0.0375,0.468888199
Q9NW68,BSDC1,BSD domain-containing protein 1,18.88,18.915,0.035,0.343967645
Q9UMY1,NOL7,Nucleolar protein 7,20.17,20.275,0.105,0.253203757
Q68CP9,ARID2,AT-rich interactive domain-containing protein 2,19.2925,19.3875,0.095,0.060341287
Q03188,CENPC,Centromere protein C,19.5225,19.6375,0.115,0.325385849
P52756,RBM5,RNA-binding protein 5,21.3675,21.4625,0.095,0.202988795
Q53TN4,CYBRD1,Cytochrome b reductase 1,18.9,19.0175,0.1175,0.043733283
P15559,NQO1,NAD(P)H dehydrogenase [quinone] 1,21.3775,21.535,0.1575,0.216888455
Q9NRP2,CMC2,COX assembly mitochondrial protein 2 homolog,19.0575,19.1,0.0425,0.319225546
Q6ZMZ3,SYNE3,Nesprin-3,22.2275,22.3175,0.09,0.092954837
P05413,FABP3,"Fatty acid-binding protein, heart",20.41,20.1875,-0.2225,0.344762582
P29350,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,25.665,25.635,-0.03,0.426066644
Q8IXB1,DNAJC10,DnaJ homolog subfamily C member 10,21.3475,21.395,0.0475,0.333525662
O14979,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,23.71,23.735,0.025,0.548485765
Q9BY42,RTFDC1,Protein RTF2 homolog,20.4225,20.3775,-0.045,0.173732797
Q15311,RALBP1,RalA-binding protein 1,19.265,19.35,0.085,0.043877688
P11233,RALA,Ras-related protein Ral-A,20.5875,20.765,0.1775,0.033099929
Q14847,LASP1,LIM and SH3 domain protein 1,24.025,23.9275,-0.0975,0.004385994
Q13636,RAB31,Ras-related protein Rab-31,21.68,21.7625,0.0825,0.224442061
Q9Y295,DRG1,Developmentally-regulated GTP-binding protein 1,22.3875,22.44,0.0525,0.142678796
O00267,SUPT5H,Transcription elongation factor SPT5,22.2425,22.3075,0.065,0.160283715
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,23.82,23.8825,0.0625,0.281192002
Q8TE77,SSH3,Protein phosphatase Slingshot homolog 3,16.6225,16.7525,0.13,0.109196481
P13798,APEH,Acylamino-acid-releasing enzyme,23.8025,23.8325,0.03,0.488303997
Q06330,RBPJ,Recombining binding protein suppressor of hairless,20.8825,20.84,-0.0425,0.191450163
O76094,SRP72,Signal recognition particle subunit SRP72,23.065,23.09,0.025,0.636439357
P25705,ATP5A1,"ATP synthase subunit alpha, mitochondrial",26.905,26.975,0.07,0.341328356
Q9Y666,SLC12A7,Solute carrier family 12 member 7,18.3825,18.455,0.0725,0.097049293
Q8TDZ2,MICAL1,Protein-methionine sulfoxide oxidase MICAL1,22.7375,22.7875,0.05,0.214853055
P27986,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha,21.405,21.42,0.015,0.604181304
Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2,22.295,22.35,0.055,0.357757993
P00519,ABL1,Tyrosine-protein kinase ABL1,17.5225,17.61,0.0875,0.139950032
O94880,PHF14,PHD finger protein 14,18.3425,18.4325,0.09,0.096640313
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",17.6775,17.8225,0.145,0.334486734
P68366,TUBA4A,Tubulin alpha-4A chain,22.445,22.5025,0.0575,0.146822133
P43307,SSR1,Translocon-associated protein subunit alpha,22.1475,22.23,0.0825,0.081816016
P20338,RAB4A,Ras-related protein Rab-4A,19.545,19.67,0.125,0.122326986
Q9C0C9,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,21.27,21.34,0.07,0.163315589
O43914,TYROBP,TYRO protein tyrosine kinase-binding protein,20.9275,20.89,-0.0375,0.695919022
Q9NVG8,TBC1D13,TBC1 domain family member 13,20.8725,20.97,0.0975,0.045732335
P48163,ME1,NADP-dependent malic enzyme,20.055,19.98,-0.075,0.218945778
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,23.8925,23.96,0.0675,0.197442933
Q92747,ARPC1A,Actin-related protein 2/3 complex subunit 1A,21.08,21.1425,0.0625,0.372570449
P07305,H1F0,Histone H1.0,22.8775,22.95,0.0725,0.18657265
Q6NUQ1,RINT1,RAD50-interacting protein 1,20.1625,20.21,0.0475,0.389469329
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,24.1825,24.2475,0.065,0.10862358
O14653,GOSR2,Golgi SNAP receptor complex member 2,18.66,18.795,0.135,0.287309266
Q9NQS5,GPR84,G-protein coupled receptor 84,18.7375,18.9125,0.175,0.130142416
O15438,ABCC3,Canalicular multispecific organic anion transporter 2,18.4325,18.3425,-0.09,0.185595708
P22670,RFX1,MHC class II regulatory factor RFX1,19.1325,19.255,0.1225,0.129779873
P29401,TKT,Transketolase,27.59,27.625,0.035,0.46322281
Q8NFH5,NUP35,Nucleoporin NUP53,18.6125,18.6725,0.06,0.496664978
P11940,PABPC1,Polyadenylate-binding protein 1,25.6875,25.725,0.0375,0.14112194
Q7Z6J4,FGD2,"FYVE, RhoGEF and PH domain-containing protein 2",21.1725,21.2325,0.06,0.2379857
Q8TEH3,DENND1A,DENN domain-containing protein 1A,18.9525,19.025,0.0725,0.050462964
Q6DN03,HIST2H2BC,Putative histone H2B type 2-C,23.8175,23.8825,0.065,0.22710031
Q86TI2,DPP9,Dipeptidyl peptidase 9,21.0375,21.0525,0.015,0.432388998
O60306,AQR,Intron-binding protein aquarius,22.2025,22.2375,0.035,0.314115514
P02786,TFRC,Transferrin receptor protein 1,23.5475,23.6575,0.11,0.021375659
Q15853,USF2,Upstream stimulatory factor 2,18.6325,18.59,-0.0425,0.663726937
Q14677,CLINT1,Clathrin interactor 1,22.085,22.185,0.1,0.116157528
Q9Y282,ERGIC3,Endoplasmic reticulum-Golgi intermediate compartment protein 3,20.06,20.165,0.105,0.004170457
Q5T280,C9orf114,Putative methyltransferase C9orf114,17.86,17.99,0.13,0.065207672
P07199,CENPB,Major centromere autoantigen B,19.6975,19.8025,0.105,0.130343005
P62857,RPS28,40S ribosomal protein S28,22.2875,22.36,0.0725,0.19827488
Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,22.475,22.565,0.09,0.299264385
P55212,CASP6,Caspase-6,19.5425,19.6175,0.075,0.187298957
Q99880,HIST1H2BL,Histone H2B type 1-L,22.5525,22.8225,0.27,0.069983533
P10412,HIST1H1E,Histone H1.4,26.2275,26.32,0.0925,0.496119401
Q9BXK1,KLF16,Krueppel-like factor 16,17.2775,17.205,-0.0725,0.294491086
P25205,MCM3,DNA replication licensing factor MCM3,21.035,21.13,0.095,0.222874348
O14495,PLPP3,Phospholipid phosphatase 3,18.1375,18.2,0.0625,0.013178167
Q5JVF3,PCID2,PCI domain-containing protein 2,21.16,21.2425,0.0825,0.124885345
P20810,CAST,Calpastatin,24.735,24.7625,0.0275,0.585589169
P52294,KPNA1,Importin subunit alpha-5,21.855,21.965,0.11,0.081722773
Q9H9B4,SFXN1,Sideroflexin-1,21.1875,21.2875,0.1,0.22535989
Q9Y2H6,FNDC3A,Fibronectin type-III domain-containing protein 3A,20.6725,20.7475,0.075,0.139525944
Q9UPN9,TRIM33,E3 ubiquitin-protein ligase TRIM33,21.1775,21.215,0.0375,0.239442599
P23396,RPS3,40S ribosomal protein S3,25.775,25.765,-0.01,0.6577951
Q9H3U1,UNC45A,Protein unc-45 homolog A,22.49,22.565,0.075,0.244053292
Q96PU5,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like,18.355,18.6225,0.2675,0.099608982
Q8NCW5,APOA1BP,NAD(P)H-hydrate epimerase,21.015,21.0825,0.0675,0.329190876
P43243,MATR3,Matrin-3,24.7225,24.7675,0.045,0.077994326
Q96IJ6,GMPPA,Mannose-1-phosphate guanyltransferase alpha,20.5575,20.6025,0.045,0.225538135
Q8TDH9,BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5,18.0775,18.1625,0.085,0.032665134
Q92878,RAD50,DNA repair protein RAD50,22.8025,22.8725,0.07,0.202118443
O14976,GAK,Cyclin-G-associated kinase,23.545,23.5975,0.0525,0.152262148
Q96EV2,RBM33,RNA-binding protein 33,18.0425,18.175,0.1325,0.069035106
Q9NRK6,ABCB10,"ATP-binding cassette sub-family B member 10, mitochondrial",19.985,20.085,0.1,0.340272834
Q99613,EIF3C,Eukaryotic translation initiation factor 3 subunit C,24.2375,24.2575,0.02,0.456443657
P20020,ATP2B1,Plasma membrane calcium-transporting ATPase 1,23.235,23.4025,0.1675,0.032998272
Q9Y2B0,CNPY2,Protein canopy homolog 2,21.82,21.96,0.14,0.195199491
Q2KHT3,CLEC16A,Protein CLEC16A,18.725,18.8475,0.1225,0.025486301
O14523,C2CD2L,C2 domain-containing protein 2-like,16.4525,16.5475,0.095,0.197172619
Q9BZL4,PPP1R12C,Protein phosphatase 1 regulatory subunit 12C,19.635,19.695,0.06,0.066275603
Q9Y2R9,MRPS7,"28S ribosomal protein S7, mitochondrial",20.9675,21.06,0.0925,0.11439636
Q53F19,NCBP3,Nuclear cap-binding protein subunit 3,20.075,20.1175,0.0425,0.460964949
Q14676,MDC1,Mediator of DNA damage checkpoint protein 1,18.9375,19.0025,0.065,0.239751949
Q9UHL4,DPP7,Dipeptidyl peptidase 2,19.815,19.9,0.085,0.288243019
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,22.91,23.0225,0.1125,0.278764797
P58335,ANTXR2,Anthrax toxin receptor 2,19.85,19.9825,0.1325,0.447684147
Q9UFN0,NIPSNAP3A,Protein NipSnap homolog 3A,22.4825,22.5375,0.055,0.186908195
P56211,ARPP19,cAMP-regulated phosphoprotein 19,19.495,19.5675,0.0725,0.472448436
Q00610,CLTC,Clathrin heavy chain 1,26.7775,26.835,0.0575,0.064959563
Q9UNX4,WDR3,WD repeat-containing protein 3,19.4825,19.5625,0.08,0.017677689
Q9UDT6,CLIP2,CAP-Gly domain-containing linker protein 2,20.3,20.385,0.085,0.125535146
Q16555,DPYSL2,Dihydropyrimidinase-related protein 2,25.12,25.1375,0.0175,0.704336632
O15523,DDX3Y,ATP-dependent RNA helicase DDX3Y,20.425,20.5675,0.1425,0.002177513
Q14699,RFTN1,Raftlin,21.6825,21.7575,0.075,0.015392438
Q93009,USP7,Ubiquitin carboxyl-terminal hydrolase 7,23.9675,24.025,0.0575,0.270767727
P28070,PSMB4,Proteasome subunit beta type-4,22.115,22.1525,0.0375,0.576593981
Q10713,PMPCA,Mitochondrial-processing peptidase subunit alpha,20.44,20.545,0.105,0.311893527
Q5TC84,OGFRL1,Opioid growth factor receptor-like protein 1,19.9075,20.0725,0.165,0.148832874
Q06187,BTK,Tyrosine-protein kinase BTK,22.685,22.715,0.03,0.513712711
Q9H1E3,NUCKS1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,22.5425,22.61,0.0675,0.152961973
Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,23.115,23.16,0.045,0.225538135
Q9UPI3,FLVCR2,Feline leukemia virus subgroup C receptor-related protein 2,17.6,17.66,0.06,0.149195183
Q14966,ZNF638,Zinc finger protein 638,21.9825,22.02,0.0375,0.481499222
Q68DQ2,CRYBG3,Very large A-kinase anchor protein,20.24,20.315,0.075,0.206164719
Q9H223,EHD4,EH domain-containing protein 4,23.6675,23.7225,0.055,0.092547278
O00567,NOP56,Nucleolar protein 56,22.8875,22.96,0.0725,0.436558567
Q5VU43,PDE4DIP,Myomegalin,21.0925,21.25,0.1575,0.041482601
O14497,ARID1A,AT-rich interactive domain-containing protein 1A,22.235,22.2875,0.0525,0.407796341
Q00403,GTF2B,Transcription initiation factor IIB,21.215,21.27,0.055,0.124542245
Q9BZE1,MRPL37,"39S ribosomal protein L37, mitochondrial",20.9875,21.0425,0.055,0.186908195
Q86UL3,GPAT4,Glycerol-3-phosphate acyltransferase 4,16.9775,17.1225,0.145,0.027384757
Q13242,SRSF9,Serine/arginine-rich splicing factor 9,22.1425,22.215,0.0725,0.106393574
Q6ZNC8,MBOAT1,Lysophospholipid acyltransferase 1,17.055,17.3075,0.2525,0.109747945
Q9ULA0,DNPEP,Aspartyl aminopeptidase,20.345,20.405,0.06,0.442236638
Q13464,ROCK1,Rho-associated protein kinase 1,23.4175,23.4325,0.015,0.519497962
O75828,CBR3,Carbonyl reductase [NADPH] 3,19.5625,19.6325,0.07,0.334136216
P46379,BAG6,Large proline-rich protein BAG6,21.55,21.59,0.04,0.30492142
Q99442,SEC62,Translocation protein SEC62,21.465,21.555,0.09,0.199820204
P50750,CDK9,Cyclin-dependent kinase 9,19.525,19.5675,0.0425,0.17836865
Q16222,UAP1,UDP-N-acetylhexosamine pyrophosphorylase,18.935,19.1225,0.1875,0.113144438
Q96S19,C16orf13,UPF0585 protein C16orf13,18.05,18.0825,0.0325,0.673236482
Q66GS9,CEP135,Centrosomal protein of 135 kDa,19.79,19.825,0.035,0.419802207
Q7L014,DDX46,Probable ATP-dependent RNA helicase DDX46,23.245,23.275,0.03,0.409301617
P35611,ADD1,Alpha-adducin,21.97,22.0625,0.0925,0.330433779
Q92905,COPS5,COP9 signalosome complex subunit 5,21.35,21.41,0.06,0.391957177
Q01196,RUNX1,Runt-related transcription factor 1,19.6325,19.7375,0.105,0.058606509
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,23.91,23.955,0.045,0.321279687
Q8TED4,SLC37A2,Sugar phosphate exchanger 2,21.085,20.8525,-0.2325,0.036037073
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,22.9325,22.9975,0.065,0.089942738
Q9BZH6,WDR11,WD repeat-containing protein 11,22.1,22.1725,0.0725,0.182068379
P02647,APOA1,Apolipoprotein A-I,20.285,20.485,0.2,0.018757382
O00461,GOLIM4,Golgi integral membrane protein 4,19.9775,20.035,0.0575,0.175001908
P14927,UQCRB,Cytochrome b-c1 complex subunit 7,22.5375,22.6125,0.075,0.198222251
Q96II8,LRCH3,Leucine-rich repeat and calponin homology domain-containing protein 3,20.4225,20.53,0.1075,0.006739308
P08758,ANXA5,Annexin A5,27.6375,27.685,0.0475,0.411336417
Q8N2U9,PQLC1,PQ-loop repeat-containing protein 1,17.55,17.68,0.13,0.155731953
Q86XA9,HEATR5A,HEAT repeat-containing protein 5A,18.315,18.4475,0.1325,0.181803412
P26368,U2AF2,Splicing factor U2AF 65 kDa subunit,23.3625,23.435,0.0725,0.311961471
P11908,PRPS2,Ribose-phosphate pyrophosphokinase 2,21.31,21.5725,0.2625,0.381224561
O15258,RER1,Protein RER1,21.1375,21.1775,0.04,0.214674654
Q9UPT9,USP22,Ubiquitin carboxyl-terminal hydrolase 22,17.655,17.58,-0.075,0.155181715
Q9GZL7,WDR12,Ribosome biogenesis protein WDR12,20.1525,20.2425,0.09,0.205328953
Q86YS6,RAB43,Ras-related protein Rab-43,19.9475,20.01,0.0625,0.034932701
Q9C0B1,FTO,Alpha-ketoglutarate-dependent dioxygenase FTO,19.9375,19.975,0.0375,0.220193479
